protein_id	fasta_headers	gene_symbols_or_id	MS1-L	MS2-L	MW1-L	MW2-L
G5E896	>tr|G5E896|G5E896_MOUSE Isoform of Q3UJB9, Enhancer of mRNA-decapping protein 4 OS=Mus musculus OX=10090 GN=Edc4 PE=1 SV=1	EDC4	20.321692448065	20.2192143766463	20.3429670182458	20.3666854962951
Q9JMG1	>sp|Q9JMG1|EDF1_MOUSE Endothelial differentiation-related factor 1 OS=Mus musculus OX=10090 GN=Edf1 PE=1 SV=1	EDF1	19.4385272471811	19.4634359179553	19.7888359458559	19.9568782669171
O35474	>sp|O35474|EDIL3_MOUSE EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus OX=10090 GN=Edil3 PE=1 SV=2	EDIL3	20.1103005763279	19.1753454081826	19.7014856290738	20.2723753762598
Q8BL66	>sp|Q8BL66|EEA1_MOUSE Early endosome antigen 1 OS=Mus musculus OX=10090 GN=Eea1 PE=1 SV=2	EEA1	18.6340381870226	18.6672202402815	18.6938963516959	18.9943515863642
P10126	>sp|P10126|EF1A1_MOUSE Elongation factor 1-alpha 1 OS=Mus musculus OX=10090 GN=Eef1a1 PE=1 SV=3	EEF1A1	22.3411145465974	22.3499695188307	22.2662142811416	22.2094798574243
Q9CY45	>sp|Q9CY45|EFMT1_MOUSE EEF1A lysine methyltransferase 1 OS=Mus musculus OX=10090 GN=Eef1akmt1 PE=1 SV=1	EEF1AKMT1	17.6030047209122	17.8407013350694	17.6319859790111	17.5922957660944
O70251	>sp|O70251|EF1B_MOUSE Elongation factor 1-beta OS=Mus musculus OX=10090 GN=Eef1b PE=1 SV=5	EEF1B	22.0805124671907	22.1755230242164	22.5120074635423	22.377030029407
A0A0R4J1E2;Q80T06	>tr|A0A0R4J1E2|A0A0R4J1E2_MOUSE Isoform of P57776, Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1;>tr|Q80T06|Q80T06_MOUSE Isoform of P57776, Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1	EEF1D	21.0154984834828	21.1750524768818	21.3097927241243	21.2611202287522
A0A0R4J1L2;F6ZFU0	>tr|A0A0R4J1L2|A0A0R4J1L2_MOUSE Isoform of P57776, Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1;>tr|F6ZFU0|F6ZFU0_MOUSE Isoform of P57776, Elongation factor 1-delta (Fragment) OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1	EEF1D	21.4720019341867	21.7171511376725	21.6772355099162	21.687553146202
Q9D1M4	>sp|Q9D1M4|MCA3_MOUSE Eukaryotic translation elongation factor 1 epsilon-1 OS=Mus musculus OX=10090 GN=Eef1e1 PE=1 SV=1	EEF1E1	16.9426399247925	17.0520400396928	17.1452143489659	16.792718375473
Q9D8N0	>sp|Q9D8N0|EF1G_MOUSE Elongation factor 1-gamma OS=Mus musculus OX=10090 GN=Eef1g PE=1 SV=3	EEF1G	20.8741816391889	20.8159596089416	20.7144561380758	20.5937581267562
P58252	>sp|P58252|EF2_MOUSE Elongation factor 2 OS=Mus musculus OX=10090 GN=Eef2 PE=1 SV=2	EEF2	21.4745938206734	21.3208821482072	21.3859721023325	21.2868087069064
O08796	>sp|O08796|EF2K_MOUSE Eukaryotic elongation factor 2 kinase OS=Mus musculus OX=10090 GN=Eef2k PE=1 SV=1	EEF2K	18.9494445032628	18.5083060067466	18.870927663699	18.5128839126009
Q9JHW4	>sp|Q9JHW4|SELB_MOUSE Selenocysteine-specific elongation factor OS=Mus musculus OX=10090 GN=Eefsec PE=1 SV=2	EEFSEC	19.8942955321207		19.82099694265	20.0845301006396
Q8BPB5	>sp|Q8BPB5|FBLN3_MOUSE EGF-containing fibulin-like extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Efemp1 PE=1 SV=1	EFEMP1	17.8995928258278	18.7595040409115	17.9156096710534	
Q9WVJ9	>sp|Q9WVJ9|FBLN4_MOUSE EGF-containing fibulin-like extracellular matrix protein 2 OS=Mus musculus OX=10090 GN=Efemp2 PE=1 SV=1	EFEMP2	18.3348813613459	18.5686130829815	18.2476415724355	18.4109807328189
Q9D8Y0	>sp|Q9D8Y0|EFHD2_MOUSE EF-hand domain-containing protein D2 OS=Mus musculus OX=10090 GN=Efhd2 PE=1 SV=1	EFHD2	18.9717630853035	18.830454478425	19.2302877174557	19.1687792979474
Q8C0D5	>sp|Q8C0D5|EFL1_MOUSE Elongation factor-like GTPase 1 OS=Mus musculus OX=10090 GN=Efl1 PE=1 SV=1	EFL1	20.418948286138	19.9608095250565	20.2955970733041	20.202829659173
P52795	>sp|P52795|EFNB1_MOUSE Ephrin-B1 OS=Mus musculus OX=10090 GN=Efnb1 PE=1 SV=1	EFNB1	20.0515945726926	20.0591572800226	19.7563652599482	19.6670493530565
Q64355	>sp|Q64355|EFS_MOUSE Embryonal Fyn-associated substrate OS=Mus musculus OX=10090 GN=Efs PE=1 SV=2	EFS	15.0977677204658	15.7480857177447	15.8458167914272	15.5924084645523
O08810	>sp|O08810|U5S1_MOUSE 116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus OX=10090 GN=Eftud2 PE=1 SV=1	EFTUD2	19.3717322619981	19.0816094678706	19.0331929862035	18.8498029967178
Q01279	>sp|Q01279|EGFR_MOUSE Epidermal growth factor receptor OS=Mus musculus OX=10090 GN=Egfr PE=1 SV=1	EGFR	18.9527065012985	18.7148040012441	18.6651200759296	18.8705804604931
Q91YE3	>sp|Q91YE3|EGLN1_MOUSE Egl nine homolog 1 OS=Mus musculus OX=10090 GN=Egln1 PE=1 SV=2	EGLN1	17.8480756533459	17.8225646207387	18.3165055974804	18.0044335856074
Q99MS7	>sp|Q99MS7|EH1L1_MOUSE EH domain-binding protein 1-like protein 1 OS=Mus musculus OX=10090 GN=Ehbp1l1 PE=1 SV=1	EHBP1L1	18.1334671882793	17.8184637760571	18.6556002154626	18.4592377718389
Q9WVK4	>sp|Q9WVK4|EHD1_MOUSE EH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ehd1 PE=1 SV=1	EHD1	19.7332643452865	19.5008025825877	19.6297362284069	19.4758975367559
Q8BH64	>sp|Q8BH64|EHD2_MOUSE EH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ehd2 PE=1 SV=1	EHD2	20.5555309767031	20.6640843795305	20.4914109947939	20.3744341005941
Q9EQP2	>sp|Q9EQP2|EHD4_MOUSE EH domain-containing protein 4 OS=Mus musculus OX=10090 GN=Ehd4 PE=1 SV=1	EHD4	19.1080251838719	18.4990789853352	19.046434101343	19.2480485060503
Q5DW34	>sp|Q5DW34|EHMT1_MOUSE Histone-lysine N-methyltransferase EHMT1 OS=Mus musculus OX=10090 GN=Ehmt1 PE=1 SV=2	EHMT1	20.0920181917107	19.5611743329438	19.9406552673696	19.718095427024
Q9Z148	>sp|Q9Z148|EHMT2_MOUSE Histone-lysine N-methyltransferase EHMT2 OS=Mus musculus OX=10090 GN=Ehmt2 PE=1 SV=2	EHMT2	18.2246009047603	17.8441963504214	18.0633761521598	18.1101241445213
P48024	>sp|P48024|EIF1_MOUSE Eukaryotic translation initiation factor 1 OS=Mus musculus OX=10090 GN=Eif1 PE=1 SV=2	EIF1	18.7883539178636	18.7469855620777	18.6223040091537	18.7620976387327
Q60872	>sp|Q60872|IF1A_MOUSE Eukaryotic translation initiation factor 1A OS=Mus musculus OX=10090 GN=Eif1a PE=2 SV=3	EIF1A	20.2477048803203	20.4850691419778	20.5320918616914	20.3582967685565
Q3THJ3	>sp|Q3THJ3|EIF1A_MOUSE Probable RNA-binding protein EIF1AD OS=Mus musculus OX=10090 GN=Eif1ad PE=1 SV=2	EIF1AD	17.9897059177243	17.7441426512495	17.9318262289747	17.9471075527092
Q8BMJ3	>sp|Q8BMJ3|IF1AX_MOUSE Eukaryotic translation initiation factor 1A, X-chromosomal OS=Mus musculus OX=10090 GN=Eif1ax PE=2 SV=3	EIF1AX	19.5240229280669	19.5952676534686	19.719928283669	19.6554235403101
Q8BJW6	>sp|Q8BJW6|EIF2A_MOUSE Eukaryotic translation initiation factor 2A OS=Mus musculus OX=10090 GN=Eif2a PE=1 SV=2	EIF2A	18.006736648342	18.400433273655	18.2406381631116	18.0898505815936
Q03963	>sp|Q03963|E2AK2_MOUSE Interferon-induced, double-stranded RNA-activated protein kinase OS=Mus musculus OX=10090 GN=Eif2ak2 PE=1 SV=2	EIF2AK2	19.0876922425154	18.9890008872949		19.1999179002681
Q99LD9	>sp|Q99LD9|EI2BB_MOUSE Translation initiation factor eIF2B subunit beta OS=Mus musculus OX=10090 GN=Eif2b2 PE=1 SV=1	EIF2B2	17.698497950379	17.1285862883185	17.2546891869013	17.309242087821
B1AUN2	>tr|B1AUN2|B1AUN2_MOUSE Translation initiation factor eIF2B subunit gamma OS=Mus musculus OX=10090 GN=Eif2b3 PE=1 SV=1	EIF2B3	18.3203213812122	18.4895266013017	18.1988514250556	18.1872192725339
Q61749	>sp|Q61749|EI2BD_MOUSE Translation initiation factor eIF2B subunit delta OS=Mus musculus OX=10090 GN=Eif2b4 PE=1 SV=2	EIF2B4	19.0197174455631	18.4192162763156	18.3467913941049	18.3412315458444
Q61211	>sp|Q61211|EIF2D_MOUSE Eukaryotic translation initiation factor 2D OS=Mus musculus OX=10090 GN=Eif2d PE=1 SV=3	EIF2D	18.9959154128432	18.6950879528409	19.2206337114092	18.5342891297007
Q6ZWX6	>sp|Q6ZWX6|IF2A_MOUSE Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus OX=10090 GN=Eif2s1 PE=1 SV=3	EIF2S1	20.4735649024755	20.4515818077646	20.5092055270999	20.4742608751953
Q99L45	>sp|Q99L45|IF2B_MOUSE Eukaryotic translation initiation factor 2 subunit 2 OS=Mus musculus OX=10090 GN=Eif2s2 PE=1 SV=1	EIF2S2	20.1730248046029	20.3161478817501	20.2936220172439	20.4135744026285
Q9Z0N1	>sp|Q9Z0N1|IF2G_MOUSE Eukaryotic translation initiation factor 2 subunit 3, X-linked OS=Mus musculus OX=10090 GN=Eif2s3x PE=1 SV=2	EIF2S3X	19.6568785902018	19.5895693916752	19.7914780794356	19.6996424897788
P23116	>sp|P23116|EIF3A_MOUSE Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus OX=10090 GN=Eif3a PE=1 SV=5	EIF3A	19.7233535283655	19.7417438310891	19.884228032436	19.8567448995955
Q8JZQ9	>sp|Q8JZQ9|EIF3B_MOUSE Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus OX=10090 GN=Eif3b PE=1 SV=1	EIF3B	18.9458068387603	18.9423395799463	19.050573686248	18.8212599974855
Q8R1B4	>sp|Q8R1B4|EIF3C_MOUSE Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus OX=10090 GN=Eif3c PE=1 SV=1	EIF3C	19.4716807248259	19.4001453384552	19.3100524198018	19.2970914948934
O70194	>sp|O70194|EIF3D_MOUSE Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus OX=10090 GN=Eif3d PE=1 SV=2	EIF3D	20.4613426449566	20.3941299006526	20.4031717240329	20.3046159146693
P60229	>sp|P60229|EIF3E_MOUSE Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus OX=10090 GN=Eif3e PE=1 SV=1	EIF3E	19.331558039825	19.2671577642911	19.1580570655711	19.0744482405584
Q9DCH4	>sp|Q9DCH4|EIF3F_MOUSE Eukaryotic translation initiation factor 3 subunit F OS=Mus musculus OX=10090 GN=Eif3f PE=1 SV=2	EIF3F	19.0851323561514	18.3531454117266	18.2171950213529	18.4082954237391
Q9Z1D1	>sp|Q9Z1D1|EIF3G_MOUSE Eukaryotic translation initiation factor 3 subunit G OS=Mus musculus OX=10090 GN=Eif3g PE=1 SV=2	EIF3G	18.8537229682044	18.8750608308592	19.0871582664519	19.0232551220306
Q91WK2	>sp|Q91WK2|EIF3H_MOUSE Eukaryotic translation initiation factor 3 subunit H OS=Mus musculus OX=10090 GN=Eif3h PE=1 SV=1	EIF3H	18.8938577433218	18.5333959784436	18.8806012501007	18.7629588200768
Q9QZD9	>sp|Q9QZD9|EIF3I_MOUSE Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1	EIF3I	20.2500852196329	20.2219692436447	20.1596476293514	20.1150683524874
Q3UGC7;Q66JS6	>sp|Q3UGC7|EI3JA_MOUSE Eukaryotic translation initiation factor 3 subunit J-A OS=Mus musculus OX=10090 GN=Eif3j1 PE=2 SV=1;>sp|Q66JS6|EI3JB_MOUSE Eukaryotic translation initiation factor 3 subunit J-B OS=Mus musculus OX=10090 GN=Eif3j2 PE=1 SV=1	EIF3J1;EIF3J2	18.4729449926682	18.5691951555961	18.6161926792192	18.6565519512491
Q9DBZ5	>sp|Q9DBZ5|EIF3K_MOUSE Eukaryotic translation initiation factor 3 subunit K OS=Mus musculus OX=10090 GN=Eif3k PE=1 SV=1	EIF3K	20.8664257182827	21.0865017522813	20.6381492841878	20.8598872510255
Q8QZY1	>sp|Q8QZY1|EIF3L_MOUSE Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus OX=10090 GN=Eif3l PE=1 SV=1	EIF3L	20.5200798533062	20.4814010594228	20.1660558467419	20.2587190292678
Q99JX4	>sp|Q99JX4|EIF3M_MOUSE Eukaryotic translation initiation factor 3 subunit M OS=Mus musculus OX=10090 GN=Eif3m PE=1 SV=1	EIF3M	20.3784359014435	20.4332307948083	20.3133219428458	20.6096138237628
P60843	>sp|P60843|IF4A1_MOUSE Eukaryotic initiation factor 4A-I OS=Mus musculus OX=10090 GN=Eif4a1 PE=1 SV=1	EIF4A1	20.49006818577	20.213995580542	20.1896953394466	20.0491966616741
Q91VC3	>sp|Q91VC3|IF4A3_MOUSE Eukaryotic initiation factor 4A-III OS=Mus musculus OX=10090 GN=Eif4a3 PE=1 SV=3	EIF4A3	20.7659074618124	20.8240872128488	20.9850270334969	20.7632574661159
Q8BGD9	>sp|Q8BGD9|IF4B_MOUSE Eukaryotic translation initiation factor 4B OS=Mus musculus OX=10090 GN=Eif4b PE=1 SV=1	EIF4B	19.7399530313961	19.8628847653659	19.8134420839613	19.956496009724
P63073	>sp|P63073|IF4E_MOUSE Eukaryotic translation initiation factor 4E OS=Mus musculus OX=10090 GN=Eif4e PE=1 SV=1	EIF4E	19.9017241756794	20.1867184826127	19.727141578562	19.8162839951707
Q8BMB3	>sp|Q8BMB3|IF4E2_MOUSE Eukaryotic translation initiation factor 4E type 2 OS=Mus musculus OX=10090 GN=Eif4e2 PE=1 SV=1	EIF4E2	20.1576457624804	20.1918326295488	19.3443945859267	19.5895783187342
Q60876	>sp|Q60876|4EBP1_MOUSE Eukaryotic translation initiation factor 4E-binding protein 1 OS=Mus musculus OX=10090 GN=Eif4ebp1 PE=1 SV=3	EIF4EBP1	18.7314158532863	19.2074747034373	19.5174862169837	18.9591383218203
Q9EST3	>sp|Q9EST3|4ET_MOUSE Eukaryotic translation initiation factor 4E transporter OS=Mus musculus OX=10090 GN=Eif4enif1 PE=1 SV=2	EIF4ENIF1	18.2840393321663	17.899549585763	18.6627167348572	18.3334115399049
Q6NZJ6	>sp|Q6NZJ6|IF4G1_MOUSE Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus OX=10090 GN=Eif4g1 PE=1 SV=1	EIF4G1	19.3739737280249	19.3390518162964	19.3462207772042	19.1212563853892
Q62448	>sp|Q62448|IF4G2_MOUSE Eukaryotic translation initiation factor 4 gamma 2 OS=Mus musculus OX=10090 GN=Eif4g2 PE=1 SV=2	EIF4G2	18.6594576144804	18.6828728330508	18.7324609073179	18.6795064829216
A0A0N4SVL0;A0AAA9WW03	>tr|A0A0N4SVL0|A0A0N4SVL0_MOUSE Isoform of Q80XI3, Eukaryotic translation initiation factor 4 gamma, 3 OS=Mus musculus OX=10090 GN=Eif4g3 PE=1 SV=2;>tr|A0AAA9WW03|A0AAA9WW03_MOUSE Isoform of Q80XI3, Eukaryotic translation initiation factor 4 gamma, 3 OS=Mus musculus OX=10090 GN=Eif4g3 PE=1 SV=1	EIF4G3	18.4915582543124	18.4710816362959	18.4660109374505	18.6355338268686
Q9WUK2	>sp|Q9WUK2|IF4H_MOUSE Eukaryotic translation initiation factor 4H OS=Mus musculus OX=10090 GN=Eif4h PE=1 SV=3	EIF4H	21.0272959465026	21.112081958289	21.0528105110616	21.1299836126436
P59325	>sp|P59325|IF5_MOUSE Eukaryotic translation initiation factor 5 OS=Mus musculus OX=10090 GN=Eif5 PE=1 SV=1	EIF5	19.918162040131	19.9306780807572	19.9658844297752	19.9814755957884
P63242	>sp|P63242|IF5A1_MOUSE Eukaryotic translation initiation factor 5A-1 OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=2	EIF5A	20.4632890284921	20.6198118303962	20.5271248037818	20.454663419842
Q05D44	>sp|Q05D44|IF2P_MOUSE Eukaryotic translation initiation factor 5B OS=Mus musculus OX=10090 GN=Eif5b PE=1 SV=2	EIF5B	19.3770850757471	19.0732152787467	19.2514342510182	19.1860376414679
O55135	>sp|O55135|IF6_MOUSE Eukaryotic translation initiation factor 6 OS=Mus musculus OX=10090 GN=Eif6 PE=1 SV=2	EIF6	20.7923620492788	21.1719940301873	20.5088877577267	20.7300509438338
Q80Y81	>sp|Q80Y81|RNZ2_MOUSE Zinc phosphodiesterase ELAC protein 2 OS=Mus musculus OX=10090 GN=Elac2 PE=1 SV=1	ELAC2	18.4609302700586	19.1151804892839	17.9309516618872	18.615150788581
P70372	>sp|P70372|ELAV1_MOUSE ELAV-like protein 1 OS=Mus musculus OX=10090 GN=Elavl1 PE=1 SV=2	ELAVL1	19.9763152479173	19.8936007234216	20.0832992861466	20.0759781211247
Q9JHC9	>sp|Q9JHC9|ELF2_MOUSE ETS-related transcription factor Elf-2 OS=Mus musculus OX=10090 GN=Elf2 PE=1 SV=1	ELF2	17.6394718617321	17.8944784739892	18.2253767305199	
O08856	>sp|O08856|ELL_MOUSE RNA polymerase II elongation factor ELL OS=Mus musculus OX=10090 GN=Ell PE=2 SV=2	ELL	16.9508418413829	17.017941823043	17.1002879552115	17.1821532507924
Q8BHL5	>sp|Q8BHL5|ELMO2_MOUSE Engulfment and cell motility protein 2 OS=Mus musculus OX=10090 GN=Elmo2 PE=1 SV=1	ELMO2	18.8383662466033	18.6480547822191	18.5987574758243	18.6504725199483
Q8CB77	>sp|Q8CB77|ELOA1_MOUSE Elongin-A OS=Mus musculus OX=10090 GN=Eloa PE=1 SV=3	ELOA	18.7052384322927	18.858728581362	19.1019137754248	19.0005391983122
P62869	>sp|P62869|ELOB_MOUSE Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1	ELOB	19.852252994753	20.0941679547467	19.8496676680491	20.0333215744624
P83940	>sp|P83940|ELOC_MOUSE Elongin-C OS=Mus musculus OX=10090 GN=Eloc PE=1 SV=1	ELOC	18.8363360539585	19.1874279821843	18.5728468840858	18.9744550369406
Q7TT37	>sp|Q7TT37|ELP1_MOUSE Elongator complex protein 1 OS=Mus musculus OX=10090 GN=Elp1 PE=1 SV=2	ELP1	19.3576440042032	19.0469112435821	19.0854032737696	19.0105745550295
Q91WG4	>sp|Q91WG4|ELP2_MOUSE Elongator complex protein 2 OS=Mus musculus OX=10090 GN=Elp2 PE=1 SV=1	ELP2	20.8604259558448	20.3804583925047	20.1183871153865	19.9313897943314
Q9CZX0	>sp|Q9CZX0|ELP3_MOUSE Elongator complex protein 3 OS=Mus musculus OX=10090 GN=Elp3 PE=1 SV=1	ELP3	19.0909823160783	18.6383574626221	18.9118127118548	18.867949861143
Q9ER73	>sp|Q9ER73|ELP4_MOUSE Elongator complex protein 4 OS=Mus musculus OX=10090 GN=Elp4 PE=1 SV=2	ELP4	18.810162082696	18.8604619674446	19.2612623421306	19.137379870635
Q8BK75	>sp|Q8BK75|ELP6_MOUSE Elongator complex protein 6 OS=Mus musculus OX=10090 GN=Elp6 PE=1 SV=1	ELP6	18.9662818929828	18.39120043666		19.0039062715965
P21995	>sp|P21995|EMB_MOUSE Embigin OS=Mus musculus OX=10090 GN=Emb PE=1 SV=2	EMB	19.6421063957868	19.424351448519	19.3008001399058	19.690855389254
Q8C7X2	>sp|Q8C7X2|EMC1_MOUSE ER membrane protein complex subunit 1 OS=Mus musculus OX=10090 GN=Emc1 PE=1 SV=1	EMC1	19.4849935787759	19.5035147894371	18.9199367521616	19.3079089823603
Q3TAS6	>sp|Q3TAS6|EMC10_MOUSE ER membrane protein complex subunit 10 OS=Mus musculus OX=10090 GN=Emc10 PE=2 SV=2	EMC10	19.0210409832085	19.0399505178632	18.6438962840386	18.9243647952881
Q9CRD2	>sp|Q9CRD2|EMC2_MOUSE ER membrane protein complex subunit 2 OS=Mus musculus OX=10090 GN=Emc2 PE=1 SV=1	EMC2	19.323499813453	19.5512644365953	19.1918161034816	19.2583909394755
Q99KI3	>sp|Q99KI3|EMC3_MOUSE ER membrane protein complex subunit 3 OS=Mus musculus OX=10090 GN=Emc3 PE=1 SV=3	EMC3	19.591100901212	19.4430559116877	19.2555203062444	19.480030948941
Q9CZX9	>sp|Q9CZX9|EMC4_MOUSE ER membrane protein complex subunit 4 OS=Mus musculus OX=10090 GN=Emc4 PE=1 SV=1	EMC4	20.0342464210615	20.2115913778008	19.8024255142841	20.0663460295824
Q9EP72	>sp|Q9EP72|EMC7_MOUSE Endoplasmic reticulum membrane protein complex subunit 7 OS=Mus musculus OX=10090 GN=Emc7 PE=1 SV=1	EMC7	21.1257323103213	21.2096786092462	20.9554873951423	21.3815309970934
O70378	>sp|O70378|EMC8_MOUSE ER membrane protein complex subunit 8 OS=Mus musculus OX=10090 GN=Emc8 PE=1 SV=1	EMC8	19.8463280479006	20.1344238754342	20.0552049097404	19.9828124921159
O08579	>sp|O08579|EMD_MOUSE Emerin OS=Mus musculus OX=10090 GN=Emd PE=1 SV=1	EMD	20.463520310172	20.5849412078253	20.6092178704001	20.3756974407513
Q99K41	>sp|Q99K41|EMIL1_MOUSE EMILIN-1 OS=Mus musculus OX=10090 GN=Emilin1 PE=1 SV=1	EMILIN1	19.1775387519652	19.293324274314	19.2893425396145	19.4051412393644
Q8K482	>sp|Q8K482|EMIL2_MOUSE EMILIN-2 OS=Mus musculus OX=10090 GN=Emilin2 PE=1 SV=1	EMILIN2	18.633583957968	18.9753938299591	18.449889233686	18.891574972195
Q05BC3	>sp|Q05BC3|EMAL1_MOUSE Echinoderm microtubule-associated protein-like 1 OS=Mus musculus OX=10090 GN=Eml1 PE=1 SV=1	EML1	18.6719860805679	19.3814665339261	19.3253465722181	18.9985613922159
Q3UMY5	>sp|Q3UMY5|EMAL4_MOUSE Echinoderm microtubule-associated protein-like 4 OS=Mus musculus OX=10090 GN=Eml4 PE=1 SV=1	EML4	19.4031970966545	19.1910863436439	19.605990717906	19.4711914638991
Q5SQM0	>sp|Q5SQM0|EMAL6_MOUSE Echinoderm microtubule-associated protein-like 6 OS=Mus musculus OX=10090 GN=Eml6 PE=2 SV=1	EML6	20.8249772723281	20.7148967369338	20.3296222700376	20.4395743255842
E9QKR1	>tr|E9QKR1|E9QKR1_MOUSE Isoform of Q03173, ENAH actin regulator OS=Mus musculus OX=10090 GN=Enah PE=1 SV=2	ENAH	18.3167324436302	18.5996442792097	18.4517956241566	18.5980698228799
Q8C522	>sp|Q8C522|ENDD1_MOUSE Endonuclease domain-containing 1 protein OS=Mus musculus OX=10090 GN=Endod1 PE=1 SV=2	ENDOD1	19.5146397092579	19.4463389712424	19.7352121988224	19.7267552134049
O08600	>sp|O08600|NUCG_MOUSE Endonuclease G, mitochondrial OS=Mus musculus OX=10090 GN=Endog PE=1 SV=1	ENDOG	18.5780964345789	18.5223783021073	18.5853610220715	18.642965304782
P17182	>sp|P17182|ENOA_MOUSE Alpha-enolase OS=Mus musculus OX=10090 GN=Eno1 PE=1 SV=3	ENO1	22.2914790149827	22.4991137267824	22.4229004407528	22.4573694485501
P17183	>sp|P17183|ENOG_MOUSE Gamma-enolase OS=Mus musculus OX=10090 GN=Eno2 PE=1 SV=2	ENO2	18.8752599436815	18.6713056564206	19.0527716276931	19.0194074722452
P21550	>sp|P21550|ENOB_MOUSE Beta-enolase OS=Mus musculus OX=10090 GN=Eno3 PE=1 SV=3	ENO3	19.6489517904533	19.4986145211121	20.6131790329262	21.354975513607
Q8BGB7	>sp|Q8BGB7|ENOPH_MOUSE Enolase-phosphatase E1 OS=Mus musculus OX=10090 GN=Enoph1 PE=1 SV=1	ENOPH1		17.5463609286306	16.8501248440864	
Q6DYE8	>sp|Q6DYE8|ENPP3_MOUSE Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 OS=Mus musculus OX=10090 GN=Enpp3 PE=1 SV=2	ENPP3	18.6226054237216	18.4954565634673	18.1797970952698	18.4797772501859
P60840	>sp|P60840|ENSA_MOUSE Alpha-endosulfine OS=Mus musculus OX=10090 GN=Ensa PE=1 SV=1	ENSA	19.8470088723612	19.8951556220189	19.8041196485177	19.9443050253198
Q9JIX0	>sp|Q9JIX0|ENY2_MOUSE Transcription and mRNA export factor ENY2 OS=Mus musculus OX=10090 GN=Eny2 PE=1 SV=1	ENY2	20.7194976018705	20.6760868137799	20.8983811544748	20.9963866712221
Q9D1F3	>sp|Q9D1F3|EOLA1_MOUSE Protein EOLA1 OS=Mus musculus OX=10090 GN=Eola1 PE=1 SV=1	EOLA1	18.3792720572516	18.3052671681859	18.0797150390921	18.1962509041591
B2RWS6	>sp|B2RWS6|EP300_MOUSE Histone acetyltransferase p300 OS=Mus musculus OX=10090 GN=Ep300 PE=1 SV=2	EP300	17.9399282154891	18.0626335704853	18.0009443329459	18.0252161100107
Q8CHI8	>sp|Q8CHI8|EP400_MOUSE E1A-binding protein p400 OS=Mus musculus OX=10090 GN=Ep400 PE=1 SV=3	EP400	17.9436738263478		17.8624816353054	17.8059275845147
Q9Z2H5	>sp|Q9Z2H5|E41L1_MOUSE Band 4.1-like protein 1 OS=Mus musculus OX=10090 GN=Epb41l1 PE=1 SV=2	EPB41L1	20.0433746073837	19.9760010863277	19.8429826967365	20.124875792064
O70318	>sp|O70318|E41L2_MOUSE Band 4.1-like protein 2 OS=Mus musculus OX=10090 GN=Epb41l2 PE=1 SV=2	EPB41L2	19.7732150172924	19.8009721012642	19.8690434738336	19.7389510356381
D0VYV6	>tr|D0VYV6|D0VYV6_MOUSE Isoform of Q9WV92, Erythrocyte membrane protein band 4.1 like 3 OS=Mus musculus OX=10090 GN=Epb41l3 PE=1 SV=1	EPB41L3	19.3970084163012	19.7427430678025	19.6482334626734	19.5239383002293
Q99M71	>sp|Q99M71|EPDR1_MOUSE Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1	EPDR1	20.3535546919476	20.2617379937445	20.1850979182335	20.3583041839234
Q03145	>sp|Q03145|EPHA2_MOUSE Ephrin type-A receptor 2 OS=Mus musculus OX=10090 GN=Epha2 PE=1 SV=3	EPHA2	18.6401676834948	19.2190492485489	18.8429107221151	18.8616809998192
Q03137	>sp|Q03137|EPHA4_MOUSE Ephrin type-A receptor 4 OS=Mus musculus OX=10090 GN=Epha4 PE=1 SV=2	EPHA4	16.2269695664353	16.0341285290635	15.7343874887543	
P54763	>sp|P54763|EPHB2_MOUSE Ephrin type-B receptor 2 OS=Mus musculus OX=10090 GN=Ephb2 PE=1 SV=3	EPHB2	18.2016253385748	17.9641718164063	17.8166753192269	17.2384199322482
P54761	>sp|P54761|EPHB4_MOUSE Ephrin type-B receptor 4 OS=Mus musculus OX=10090 GN=Ephb4 PE=1 SV=2	EPHB4	18.411979401475	18.6074690713951	18.3127520047565	18.3315693281095
