protein_id	fasta_headers	gene_symbols_or_id	MS1-S	MS2-S	MW1-S	MW2-S
A0A087WR50;Q3UHL6	>tr|A0A087WR50|A0A087WR50_MOUSE Isoform of P11276, Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1;>tr|Q3UHL6|Q3UHL6_MOUSE Isoform of P11276, Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1	FN1	19.0293069311386	19.1358628151138	18.983807157444	19.5194424467524
Q61239	>sp|Q61239|FNTA_MOUSE Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Mus musculus OX=10090 GN=Fnta PE=1 SV=1	FNTA	14.8347418722831		17.8120293922313	
Q6NVD0	>sp|Q6NVD0|FREM2_MOUSE FRAS1-related extracellular matrix protein 2 OS=Mus musculus OX=10090 GN=Frem2 PE=1 SV=2	FREM2	16.7845349821335		16.9640059078472	
Q61553	>sp|Q61553|FSCN1_MOUSE Fascin OS=Mus musculus OX=10090 GN=Fscn1 PE=1 SV=4	FSCN1	18.1579797810144	17.3081210327906	18.5167544533895	19.0300099955609
Q62356	>sp|Q62356|FSTL1_MOUSE Follistatin-related protein 1 OS=Mus musculus OX=10090 GN=Fstl1 PE=1 SV=2	FSTL1	19.7229276945025	19.3381018108596	20.4641160525835	20.2190664718536
Q9EQC7	>sp|Q9EQC7|FSTL3_MOUSE Follistatin-related protein 3 OS=Mus musculus OX=10090 GN=Fstl3 PE=1 SV=1	FSTL3	17.3775180871013	18.7687083898494	17.5556881945616	
P09528	>sp|P09528|FRIH_MOUSE Ferritin heavy chain OS=Mus musculus OX=10090 GN=Fth1 PE=1 SV=2	FTH1	17.4234314296024	16.7757755135375	16.3835244844194	
Q9CPX4	>tr|Q9CPX4|Q9CPX4_MOUSE Isoform of P29391, Ferritin OS=Mus musculus OX=10090 GN=Ftl1 PE=1 SV=1	FTL1	19.8681447791325	19.0579014871692	19.536827636167	18.9440838759175
Q8BGW1	>sp|Q8BGW1|FTO_MOUSE Alpha-ketoglutarate-dependent dioxygenase FTO OS=Mus musculus OX=10090 GN=Fto PE=1 SV=1	FTO	15.1593827305964		14.796323066504	
Q91WJ8	>sp|Q91WJ8|FUBP1_MOUSE Far upstream element-binding protein 1 OS=Mus musculus OX=10090 GN=Fubp1 PE=1 SV=1	FUBP1	16.1583251298966	17.3113383255509	17.8637423135455	
P23188	>sp|P23188|FURIN_MOUSE Furin OS=Mus musculus OX=10090 GN=Furin PE=1 SV=2	FURIN	14.5398134407519	14.7469597927161	13.1926361818209	
Q8BHC9	>sp|Q8BHC9|FUT11_MOUSE Alpha-(1,3)-fucosyltransferase 11 OS=Mus musculus OX=10090 GN=Fut11 PE=1 SV=1	FUT11	18.5096761943833	17.6098005363466	17.6500216777636	
A0A0H2UH27	>tr|A0A0H2UH27|A0A0H2UH27_MOUSE Isoform of Q61584, FMR1 autosomal homolog 1 OS=Mus musculus OX=10090 GN=Fxr1 PE=1 SV=1	FXR1	15.1747014258165	16.8270648505414	15.4229304314123	
Q9JIP6	>sp|Q9JIP6|FZD2_MOUSE Frizzled-2 OS=Mus musculus OX=10090 GN=Fzd2 PE=2 SV=1	FZD2	16.9801283577082	15.8638053736254	17.6564741538414	
P97855	>sp|P97855|G3BP1_MOUSE Ras GTPase-activating protein-binding protein 1 OS=Mus musculus OX=10090 GN=G3bp1 PE=1 SV=1	G3BP1	19.1757712784486	19.7287044462317	18.5097009465436	20.1935364584111
P97379	>sp|P97379|G3BP2_MOUSE Ras GTPase-activating protein-binding protein 2 OS=Mus musculus OX=10090 GN=G3bp2 PE=1 SV=2	G3BP2	19.5077928350843	19.4063142212419	17.815835257431	
Q00612	>sp|Q00612|G6PD1_MOUSE Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus OX=10090 GN=G6pdx PE=1 SV=3	G6PDX	16.9295064167118		17.5119755172305	
Q571E4	>sp|Q571E4|GALNS_MOUSE N-acetylgalactosamine-6-sulfatase OS=Mus musculus OX=10090 GN=Galns PE=1 SV=2	GALNS	14.7392020814112	15.1625266297696	15.304741768269	
Q6PB93	>sp|Q6PB93|GALT2_MOUSE Polypeptide N-acetylgalactosaminyltransferase 2 OS=Mus musculus OX=10090 GN=Galnt2 PE=1 SV=1	GALNT2	18.2669998392515	17.735303679695	17.660622655429	19.4580770388218
O08832	>sp|O08832|GALT4_MOUSE Polypeptide N-acetylgalactosaminyltransferase 4 OS=Mus musculus OX=10090 GN=Galnt4 PE=1 SV=1	GALNT4	16.0165071300712		17.7469840238909	
Q9D4M9	>sp|Q9D4M9|GLTL5_MOUSE Inactive polypeptide N-acetylgalactosaminyltransferase-like protein 5 OS=Mus musculus OX=10090 GN=Galntl5 PE=1 SV=2	GALNTL5	15.5703606937382	15.5375160614553	14.668089856196	
Q8BHN3	>sp|Q8BHN3|GANAB_MOUSE Neutral alpha-glucosidase AB OS=Mus musculus OX=10090 GN=Ganab PE=1 SV=1	GANAB	19.2852846089266	18.2843283324564	19.2492767451529	17.8489277865869
P16858	>sp|P16858|G3P_MOUSE Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus OX=10090 GN=Gapdh PE=1 SV=2	GAPDH	19.134077632515	20.153620725235	19.5169440066794	19.58769303664
Q9CZD3	>sp|Q9CZD3|GARS_MOUSE Glycine--tRNA ligase OS=Mus musculus OX=10090 GN=Gars1 PE=1 SV=1	GARS1	17.1714415818576	17.2027971260673	17.6053738794547	
Q64737	>sp|Q64737|PUR2_MOUSE Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus OX=10090 GN=Gart PE=1 SV=3	GART	17.3557126591209	18.4017119257801	17.2443695704046	16.4354288041628
Q01721	>sp|Q01721|GAS1_MOUSE Growth arrest-specific protein 1 OS=Mus musculus OX=10090 GN=Gas1 PE=1 SV=2	GAS1	17.1329441565213	17.716810087257	18.2824657550821	
P21614	>sp|P21614|VTDB_MOUSE Vitamin D-binding protein OS=Mus musculus OX=10090 GN=Gc PE=1 SV=2	GC	16.4147124521151	16.4542378270196	16.6107822865195	20.0463264579444
P97494	>sp|P97494|GSH1_MOUSE Glutamate--cysteine ligase catalytic subunit OS=Mus musculus OX=10090 GN=Gclc PE=1 SV=4	GCLC	17.7331725183876		16.9650191424257	
O09172	>sp|O09172|GSH0_MOUSE Glutamate--cysteine ligase regulatory subunit OS=Mus musculus OX=10090 GN=Gclm PE=1 SV=1	GCLM	19.17697806255	19.2412430245021	19.070139948493	18.7428612649331
Q91WK5	>sp|Q91WK5|GCSH_MOUSE Glycine cleavage system H protein, mitochondrial OS=Mus musculus OX=10090 GN=Gcsh PE=1 SV=2	GCSH	19.5172036494882	18.2325799726008	17.3281005586757	
P50396	>sp|P50396|GDIA_MOUSE Rab GDP dissociation inhibitor alpha OS=Mus musculus OX=10090 GN=Gdi1 PE=1 SV=3	GDI1	18.4744019701993	17.809918773596	17.0532132029682	
Q61598	>sp|Q61598|GDIB_MOUSE Rab GDP dissociation inhibitor beta OS=Mus musculus OX=10090 GN=Gdi2 PE=1 SV=1	GDI2	19.2529459038409	18.3617787453383	19.711835206365	19.0954774850739
P97785	>sp|P97785|GFRA1_MOUSE GDNF family receptor alpha-1 OS=Mus musculus OX=10090 GN=Gfra1 PE=1 SV=2	GFRA1	16.173040438861		16.0714307959637	
P23591	>sp|P23591|FCL_MOUSE GDP-L-fucose synthase OS=Mus musculus OX=10090 GN=Gfus PE=1 SV=3	GFUS	18.5786187428957	17.6178298326456	18.7867892955894	15.0680514977136
Q9Z0L8	>sp|Q9Z0L8|GGH_MOUSE Gamma-glutamyl hydrolase OS=Mus musculus OX=10090 GN=Ggh PE=1 SV=2	GGH	17.6463340339988	17.3022500640669	17.2000894996717	
P16882	>sp|P16882|GHR_MOUSE Growth hormone receptor OS=Mus musculus OX=10090 GN=Ghr PE=1 SV=1	GHR	16.9101811483156		17.1358975133679	
Q9CY94	>sp|Q9CY94|PSF3_MOUSE DNA replication complex GINS protein PSF3 OS=Mus musculus OX=10090 GN=Gins3 PE=2 SV=1	GINS3	18.3641731701391	17.2564211518296	16.7123459739213	
O54851	>sp|O54851|CXD2_MOUSE Gap junction delta-2 protein OS=Mus musculus OX=10090 GN=Gjd2 PE=1 SV=2	GJD2	16.4348688916462		17.0745909979185	
P23780	>sp|P23780|BGAL_MOUSE Beta-galactosidase OS=Mus musculus OX=10090 GN=Glb1 PE=1 SV=1	GLB1	17.3265932868813		17.1046725701038	
Q9CYL5	>sp|Q9CYL5|GAPR1_MOUSE Golgi-associated plant pathogenesis-related protein 1 OS=Mus musculus OX=10090 GN=Glipr2 PE=1 SV=3	GLIPR2	17.154664281896	17.9581812775446	16.9879663482231	
Q9CPU0	>sp|Q9CPU0|LGUL_MOUSE Lactoylglutathione lyase OS=Mus musculus OX=10090 GN=Glo1 PE=1 SV=3	GLO1	20.2150009268967	19.017243514871	19.9329136662153	
Q9CPV4	>sp|Q9CPV4|GLOD4_MOUSE Glyoxalase domain-containing protein 4 OS=Mus musculus OX=10090 GN=Glod4 PE=1 SV=1	GLOD4	18.0465398043215	17.4234359342755	17.3965036618695	19.390764697014
Q9QUH0	>sp|Q9QUH0|GLRX1_MOUSE Glutaredoxin-1 OS=Mus musculus OX=10090 GN=Glrx PE=1 SV=3	GLRX	19.9078967264476	20.8844698670532	17.9112302484	
Q9CQM9	>sp|Q9CQM9|GLRX3_MOUSE Glutaredoxin-3 OS=Mus musculus OX=10090 GN=Glrx3 PE=1 SV=1	GLRX3	20.5052939208628	18.8479139077036	19.5636943365202	17.2718198680691
P26443	>sp|P26443|DHE3_MOUSE Glutamate dehydrogenase 1, mitochondrial OS=Mus musculus OX=10090 GN=Glud1 PE=1 SV=1	GLUD1	16.0149683570447		15.7185463403815	
A2A592	>tr|A2A592|A2A592_MOUSE Predicted gene 11939 OS=Mus musculus OX=10090 GN=Gm11939 PE=4 SV=1	GM11939	17.3793065469603	18.0497440393746	18.7025308637916	
D3Z5F7	>tr|D3Z5F7|D3Z5F7_MOUSE Gm20521 readthrough, Predicted gene 20521 OS=Mus musculus OX=10090 GN=Gm20521 PE=3 SV=1	GM20521	18.4801212813723	18.8439532543057	17.3269151352108	
B8JJN0	>tr|B8JJN0|B8JJN0_MOUSE Gm20547 readthrough, Complement C2 OS=Mus musculus OX=10090 GN=Gm20547 PE=4 SV=1	GM20547	19.6746997702016	20.2700578037204	19.9443065330727	
Q60648	>sp|Q60648|SAP3_MOUSE Ganglioside GM2 activator OS=Mus musculus OX=10090 GN=Gm2a PE=1 SV=2	GM2A	18.2542306780237		17.8733993887138	
Q9CQI3	>sp|Q9CQI3|GMFB_MOUSE Glia maturation factor beta OS=Mus musculus OX=10090 GN=Gmfb PE=1 SV=3	GMFB	18.8203151216647	18.8592596041298	17.6274408812089	
Q8BTZ7	>sp|Q8BTZ7|GMPPB_MOUSE Mannose-1-phosphate guanylyltransferase catalytic subunit beta OS=Mus musculus OX=10090 GN=Gmppb PE=1 SV=1	GMPPB	18.2631066987211	19.2454114200337	17.6551772931229	
Q3THK7	>sp|Q3THK7|GUAA_MOUSE GMP synthase [glutamine-hydrolyzing] OS=Mus musculus OX=10090 GN=Gmps PE=1 SV=2	GMPS	16.8782860820762	17.7224005497872	16.2333531873337	
Q6R0H7	>sp|Q6R0H7|GNAS1_MOUSE Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Mus musculus OX=10090 GN=Gnas PE=1 SV=1	GNAS	16.251478733329	17.2359335420706	18.1818042258601	18.7700906328665
Q9Z0F1	>sp|Q9Z0F1|GNAS3_MOUSE Isoform of Q6R0H7, Neuroendocrine secretory protein 55 OS=Mus musculus OX=10090 GN=Gnas PE=2 SV=2	GNAS	16.5064512466403	17.4556799545283	15.7996708658995	
P62874	>sp|P62874|GBB1_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Mus musculus OX=10090 GN=Gnb1 PE=1 SV=3	GNB1	14.2330223351047		15.5098670696945	
O88958	>sp|O88958|GNPI1_MOUSE Glucosamine-6-phosphate isomerase 1 OS=Mus musculus OX=10090 GN=Gnpda1 PE=1 SV=3	GNPDA1	15.8572130904356		18.198766453362	
Q9CRC9	>sp|Q9CRC9|GNPI2_MOUSE Glucosamine-6-phosphate isomerase 2 OS=Mus musculus OX=10090 GN=Gnpda2 PE=1 SV=1	GNPDA2	14.7497537413824		16.0629951511173	
Q6S5C2	>sp|Q6S5C2|GNPTG_MOUSE N-acetylglucosamine-1-phosphotransferase subunit gamma OS=Mus musculus OX=10090 GN=Gnptg PE=1 SV=1	GNPTG	18.9148619707717	21.0001259769299	16.6938374869491	
Q8BFR4	>sp|Q8BFR4|GNS_MOUSE N-acetylglucosamine-6-sulfatase OS=Mus musculus OX=10090 GN=Gns PE=1 SV=1	GNS	18.6725590830104	19.1612865781715	17.6297111631963	19.4187651254595
E9PVZ8;E9QAH1	>tr|E9PVZ8|E9PVZ8_MOUSE Golgin B1 OS=Mus musculus OX=10090 GN=Golgb1 PE=1 SV=1;>tr|E9QAH1|E9QAH1_MOUSE Isoform of E9PVZ8, Golgin B1 OS=Mus musculus OX=10090 GN=Golgb1 PE=1 SV=1	GOLGB1	17.6662967601198	17.1617937646685	17.1015582285014	17.423047920365
Q99JX3	>sp|Q99JX3|GORS2_MOUSE Golgi reassembly-stacking protein 2 OS=Mus musculus OX=10090 GN=Gorasp2 PE=1 SV=3	GORASP2	17.9306019674387	17.5047097089151	17.2554868610755	
P05201	>sp|P05201|AATC_MOUSE Aspartate aminotransferase, cytoplasmic OS=Mus musculus OX=10090 GN=Got1 PE=1 SV=3	GOT1	18.4898407375417	17.0321265054407	19.9081094297429	
P05202	>sp|P05202|AATM_MOUSE Aspartate aminotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Got2 PE=1 SV=1	GOT2	17.9235537843367	17.4638243886994	17.9067355131318	17.8711543171544
Q9QZF2	>sp|Q9QZF2|GPC1_MOUSE Glypican-1 OS=Mus musculus OX=10090 GN=Gpc1 PE=1 SV=1	GPC1	18.9138713275769	18.5106378708724	19.2939074205277	
P51655	>sp|P51655|GPC4_MOUSE Glypican-4 OS=Mus musculus OX=10090 GN=Gpc4 PE=1 SV=2	GPC4	20.2762367016333	21.9776383392182	19.3852171560278	
P06745	>sp|P06745|G6PI_MOUSE Glucose-6-phosphate isomerase OS=Mus musculus OX=10090 GN=Gpi PE=1 SV=4	GPI	19.1123319251916	19.1256092788754	19.1916898899977	18.2464423563384
Q99LD4	>sp|Q99LD4|CSN1_MOUSE COP9 signalosome complex subunit 1 OS=Mus musculus OX=10090 GN=Gps1 PE=1 SV=1	GPS1	17.6871301837165		19.2117164467143	
P11352	>sp|P11352|GPX1_MOUSE Glutathione peroxidase 1 OS=Mus musculus OX=10090 GN=Gpx1 PE=1 SV=2	GPX1	17.0119861420068	18.0818875008898	16.9458363851239	
P46412	>sp|P46412|GPX3_MOUSE Glutathione peroxidase 3 OS=Mus musculus OX=10090 GN=Gpx3 PE=1 SV=2	GPX3	17.8550003657151	18.6146515582827	19.4361331145328	
Q99LJ6	>sp|Q99LJ6|GPX7_MOUSE Glutathione peroxidase 7 OS=Mus musculus OX=10090 GN=Gpx7 PE=1 SV=1	GPX7	17.4628576557247	18.1526499341384	15.8763303163065	
Q60631	>sp|Q60631|GRB2_MOUSE Growth factor receptor-bound protein 2 OS=Mus musculus OX=10090 GN=Grb2 PE=1 SV=1	GRB2	18.031881250672	18.5553672008438	16.8788155554033	
O35127	>sp|O35127|C10_MOUSE Protein C10 OS=Mus musculus OX=10090 GN=Grcc10 PE=1 SV=1	GRCC10		15.5516443437555	16.4714904580865	17.6306794782696
Q91Z53	>sp|Q91Z53|GRHPR_MOUSE Glyoxylate reductase/hydroxypyruvate reductase OS=Mus musculus OX=10090 GN=Grhpr PE=1 SV=1	GRHPR	18.2181940329789		18.4950719957815	
P28798	>sp|P28798|GRN_MOUSE Progranulin OS=Mus musculus OX=10090 GN=Grn PE=1 SV=2	GRN	17.9394970535102	18.3527707078465	18.6096847423453	
Q810D6	>sp|Q810D6|GRWD1_MOUSE Glutamate-rich WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Grwd1 PE=1 SV=2	GRWD1	17.1520031699119	17.2552674695432	15.8063205514731	
Q9WV60	>sp|Q9WV60|GSK3B_MOUSE Glycogen synthase kinase-3 beta OS=Mus musculus OX=10090 GN=Gsk3b PE=1 SV=2	GSK3B	17.4143149072255	18.1663391384974	17.3639010976467	
A6PWS5	>tr|A6PWS5|A6PWS5_MOUSE Isoform of P13020, Gelsolin (Fragment) OS=Mus musculus OX=10090 GN=Gsn PE=1 SV=1	GSN	19.9983171897781	20.5551203199283	19.234307143635	
P13020	>sp|P13020|GELS_MOUSE Gelsolin OS=Mus musculus OX=10090 GN=Gsn PE=1 SV=3	GSN	20.5778402154827	21.0386645151802	19.9744738521731	20.965220513099
P47791	>sp|P47791|GSHR_MOUSE Glutathione reductase, mitochondrial OS=Mus musculus OX=10090 GN=Gsr PE=1 SV=3	GSR	18.0184577882332	17.3948094058634	17.868762130542	
P51855	>sp|P51855|GSHB_MOUSE Glutathione synthetase OS=Mus musculus OX=10090 GN=Gss PE=1 SV=1	GSS	16.9469543819438	16.8058511487389	17.3717820426032	
P24472	>sp|P24472|GSTA4_MOUSE Glutathione S-transferase A4 OS=Mus musculus OX=10090 GN=Gsta4 PE=1 SV=3	GSTA4	19.1081457866161	18.5389581472971	19.8515975691521	
P10649	>sp|P10649|GSTM1_MOUSE Glutathione S-transferase Mu 1 OS=Mus musculus OX=10090 GN=Gstm1 PE=1 SV=2	GSTM1	18.298258908163	18.3135569082738	18.4215173630837	18.9481184582102
P15626	>sp|P15626|GSTM2_MOUSE Glutathione S-transferase Mu 2 OS=Mus musculus OX=10090 GN=Gstm2 PE=1 SV=2	GSTM2	18.8142739402012	18.6506130299067	18.9772105079036	
P48774	>sp|P48774|GSTM5_MOUSE Glutathione S-transferase Mu 5 OS=Mus musculus OX=10090 GN=Gstm5 PE=1 SV=1	GSTM5	15.7506200413052		16.4368483271707	18.1601298903586
O09131	>sp|O09131|GSTO1_MOUSE Glutathione S-transferase omega-1 OS=Mus musculus OX=10090 GN=Gsto1 PE=1 SV=2	GSTO1	20.3388935086638	19.7534412397442	19.6685963560451	19.301850373679
P19157	>sp|P19157|GSTP1_MOUSE Glutathione S-transferase P 1 OS=Mus musculus OX=10090 GN=Gstp1 PE=1 SV=2	GSTP1	18.2990473541548	18.5450229009582	18.8283777110075	
Q99PM3	>sp|Q99PM3|TF2AA_MOUSE Transcription initiation factor IIA subunit 1 OS=Mus musculus OX=10090 GN=Gtf2a1 PE=1 SV=2	GTF2A1	20.3828494556289	21.5766014945609	18.579189832561	
Q9ESZ8	>sp|Q9ESZ8|GTF2I_MOUSE General transcription factor II-I OS=Mus musculus OX=10090 GN=Gtf2i PE=1 SV=3	GTF2I	19.3381131156003	19.9500732437052	17.3311813348006	
P12265	>sp|P12265|BGLR_MOUSE Beta-glucuronidase OS=Mus musculus OX=10090 GN=Gusb PE=1 SV=2	GUSB	17.4732780797781		16.7584213262813	
Q9R062	>sp|Q9R062|GLYG_MOUSE Glycogenin-1 OS=Mus musculus OX=10090 GN=Gyg1 PE=1 SV=3	GYG1	19.3774447350012	20.1100201791252	18.6666744871274	
P08884	>sp|P08884|GRAE_MOUSE Granzyme E OS=Mus musculus OX=10090 GN=Gzme PE=1 SV=1	GZME	17.1670914259647	18.7086477753449	16.5547087968276	
P10922	>sp|P10922|H10_MOUSE Histone H1.0 OS=Mus musculus OX=10090 GN=H1-0 PE=2 SV=4	H1-0	16.6784156420475	16.8356786348171	17.0755858529875	
P43275	>sp|P43275|H11_MOUSE Histone H1.1 OS=Mus musculus OX=10090 GN=H1-1 PE=1 SV=2	H1-1	19.9804344721308	20.9138969899742	18.849185136107	18.3787054344717
P15864	>sp|P15864|H12_MOUSE Histone H1.2 OS=Mus musculus OX=10090 GN=H1-2 PE=1 SV=2	H1-2	20.2454648892534	21.1649764690749	19.3699180999035	18.8436484453799
P43274	>sp|P43274|H14_MOUSE Histone H1.4 OS=Mus musculus OX=10090 GN=H1-4 PE=1 SV=2	H1-4	18.9504568261308	19.3704741808612	17.6249890541702	
P43276	>sp|P43276|H15_MOUSE Histone H1.5 OS=Mus musculus OX=10090 GN=H1-5 PE=1 SV=2	H1-5	18.5377172494186	19.3470133078003	17.5752695785999	
P01899	>sp|P01899|HA11_MOUSE Isoform of P14427, H-2 class I histocompatibility antigen, D-B alpha chain OS=Mus musculus OX=10090 GN=H2-D1 PE=1 SV=2	H2-D1	18.3654917711281		18.3799406788125	
P01902	>sp|P01902|HA1D_MOUSE Isoform of P01901, H-2 class I histocompatibility antigen, K-D alpha chain OS=Mus musculus OX=10090 GN=H2-K1 PE=1 SV=1	H2-K1	18.9084334224956		19.1244782975595	
P03991;P14428	>sp|P03991|HA1W_MOUSE Isoform of P01901, H-2 class I histocompatibility antigen, K-W28 alpha chain OS=Mus musculus OX=10090 GN=H2-K1 PE=1 SV=2;>sp|P14428|HA1Q_MOUSE Isoform of P01901, H-2 class I histocompatibility antigen, K-Q alpha chain (Fragment) OS=Mus musculus OX=10090 GN=H2-K1 PE=1 SV=1	H2-K1		16.5623514976621	15.2250892262148	
P01897	>sp|P01897|HA1L_MOUSE H-2 class I histocompatibility antigen, L-D alpha chain OS=Mus musculus OX=10090 GN=H2-L PE=1 SV=2	H2-L	17.9248506134796	18.3956835663277	17.3546828418052	
F8VQG4;Q31093	>tr|F8VQG4|F8VQG4_MOUSE Histocompatibility 2, T region locus 24 OS=Mus musculus OX=10090 GN=H2-T24 PE=1 SV=1;>tr|Q31093|Q31093_MOUSE Histocompatibility 2, M region locus 3 OS=Mus musculus OX=10090 GN=H2-M3 PE=1 SV=1	H2-T24;H2-M3	16.2544285809866	16.0211157920036	17.9697485683876	
Q64523;Q6GSS7	>sp|Q64523|H2A2C_MOUSE Histone H2A type 2-C OS=Mus musculus OX=10090 GN=H2ac20 PE=1 SV=3;>sp|Q6GSS7|H2A2A_MOUSE Histone H2A type 2-A OS=Mus musculus OX=10090 GN=Hist2h2aa2 PE=1 SV=3	H2AC20;HIST2H2AA2	22.4202377698181			22.4384676596566
C0HKE1;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE6;C0HKE7;C0HKE8;C0HKE9;Q8BFU2;Q8CGP5;Q8CGP6;Q8CGP7	>sp|C0HKE1|H2A1B_MOUSE Histone H2A type 1-B OS=Mus musculus OX=10090 GN=H2ac4 PE=1 SV=1;>sp|C0HKE2|H2A1C_MOUSE Histone H2A type 1-C OS=Mus musculus OX=10090 GN=H2ac6 PE=1 SV=1;>sp|C0HKE3|H2A1D_MOUSE Histone H2A type 1-D OS=Mus musculus OX=10090 GN=H2ac7 PE=1 SV=1;>sp|C0HKE4|H2A1E_MOUSE Histone H2A type 1-E OS=Mus musculus OX=10090 GN=H2ac8 PE=1 SV=1;>sp|C0HKE5|H2A1G_MOUSE Histone H2A type 1-G OS=Mus musculus OX=10090 GN=H2ac11 PE=1 SV=1;>sp|C0HKE6|H2A1I_MOUSE Histone H2A type 1-I OS=Mus musculus OX=10090 GN=H2ac13 PE=1 SV=1;>sp|C0HKE7|H2A1N_MOUSE Histone H2A type 1-N OS=Mus musculus OX=10090 GN=Hist1h2an PE=1 SV=1;>sp|C0HKE8|H2A1O_MOUSE Histone H2A type 1-O OS=Mus musculus OX=10090 GN=Hist1h2ao PE=1 SV=1;>sp|C0HKE9|H2A1P_MOUSE Histone H2A type 1-P OS=Mus musculus OX=10090 GN=Hist1h2ap PE=1 SV=1;>sp|Q8BFU2|H2A3_MOUSE Histone H2A type 3 OS=Mus musculus OX=10090 GN=H2ac25 PE=1 SV=3;>sp|Q8CGP5|H2A1F_MOUSE Histone H2A type 1-F OS=Mus musculus OX=10090 GN=Hist1h2af PE=1 SV=3;>sp|Q8CGP6|H2A1H_MOUSE Histone H2A type 1-H OS=Mus musculus OX=10090 GN=H2ac12 PE=1 SV=3;>sp|Q8CGP7|H2A1K_MOUSE Histone H2A type 1-K OS=Mus musculus OX=10090 GN=H2ac15 PE=1 SV=3	H2AC4;H2AC6;H2AC7;H2AC8;H2AC11;H2AC13;HIST1H2AN;HIST1H2AO;HIST1H2AP;H2AC25;HIST1H2AF;H2AC12;H2AC15	21.0739123328126		20.0388144777926	21.8559201919779
P27661	>sp|P27661|H2AX_MOUSE Histone H2AX OS=Mus musculus OX=10090 GN=H2ax PE=1 SV=2	H2AX	25.2656941417113	25.7405063530316	23.5750705777271	21.2764451975897
P0C0S6;Q3THW5	>sp|P0C0S6|H2AZ_MOUSE Histone H2A.Z OS=Mus musculus OX=10090 GN=H2az1 PE=1 SV=2;>sp|Q3THW5|H2AV_MOUSE Histone H2A.V OS=Mus musculus OX=10090 GN=H2az2 PE=1 SV=3	H2AZ1;H2AZ2	20.8890958557227	20.5060580430796	19.6036598345156	23.8218511251307
P10854	>sp|P10854|H2B1M_MOUSE Histone H2B type 1-M OS=Mus musculus OX=10090 GN=H2bc14 PE=1 SV=2	H2BC14	24.3745814339768	25.631293682669	22.5709764265439	22.4350230432381
A0A8I4SYN6	>tr|A0A8I4SYN6|A0A8I4SYN6_MOUSE Histone H3 OS=Mus musculus OX=10090 GN=H3f4 PE=3 SV=1	H3F4	23.8752246311456	24.5926731081805	22.4516808874759	22.1757713204847
P62806	>sp|P62806|H4_MOUSE Histone H4 OS=Mus musculus OX=10090 GN=H4c16 PE=1 SV=2	H4C16	23.7207364080392	23.7259144513013	22.2705351221263	22.0842193158403
Q8BMS1	>sp|Q8BMS1|ECHA_MOUSE Trifunctional enzyme subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Hadha PE=1 SV=1	HADHA	17.4284035643344		17.4540827446643	20.4868547008529
Q61035	>sp|Q61035|HARS1_MOUSE Histidine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Hars1 PE=1 SV=2	HARS1	18.971128233965	17.3923918704775	19.3278092626638	
Q61647	>sp|Q61647|HYAS1_MOUSE Hyaluronan synthase 1 OS=Mus musculus OX=10090 GN=Has1 PE=1 SV=1	HAS1	21.5614451709698	21.0257810279456	21.1740062285164	18.5902750131807
P01942	>sp|P01942|HBA_MOUSE Hemoglobin subunit alpha OS=Mus musculus OX=10090 GN=Hba PE=1 SV=2	HBA	21.3563546538135	23.324665223783	21.9918744594456	23.4260061475599
P02088	>sp|P02088|HBB1_MOUSE Hemoglobin subunit beta-1 OS=Mus musculus OX=10090 GN=Hbb-b1 PE=1 SV=2	HBB-B1	20.3116109025629	18.9817588770063	21.2800881470491	17.5631571391521
P02089	>sp|P02089|HBB2_MOUSE Hemoglobin subunit beta-2 OS=Mus musculus OX=10090 GN=Hbb-b2 PE=1 SV=2	HBB-B2	15.6757174394691	16.2781062376429	16.4368483271707	
Q61191	>sp|Q61191|HCFC1_MOUSE Host cell factor 1 OS=Mus musculus OX=10090 GN=Hcfc1 PE=1 SV=2	HCFC1	18.7353311931828	19.1846984805159	16.7920792327757	
O09106	>sp|O09106|HDAC1_MOUSE Histone deacetylase 1 OS=Mus musculus OX=10090 GN=Hdac1 PE=1 SV=1	HDAC1	17.2303441608125	17.5113446057914	16.8467283633155	
Q3SXD3	>sp|Q3SXD3|HDDC2_MOUSE 5'-deoxynucleotidase HDDC2 OS=Mus musculus OX=10090 GN=Hddc2 PE=1 SV=1	HDDC2	17.9149745429117	18.5396081839662	16.1409310711006	
A0AA74KSY4	>tr|A0AA74KSY4|A0AA74KSY4_MOUSE Isoform of P51859, Heparin binding growth factor OS=Mus musculus OX=10090 GN=Hdgf PE=1 SV=1	HDGF	19.6075724247418	20.5246850793623	16.1299414073539	
